Age32-40, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,Hour36-50, United-States,0
Age51-60, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,Hour36-50, Haiti,0
Age51-60, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,1
Age32-40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour36-50, United-States,0
Age51-60, Private, 7th-8th, Divorced, Machine-op-inspct, Not-in-family, White, Female,Hour36-50, United-States,0
Age17-23, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,Hour1-20, United-States,0
Age17-23, Private, HS-grad, Never-married, Priv-house-serv, Other-relative, White, Female,Hour1-20, United-States,0
Age32-40, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,Hour36-50, United-States,0
Age61-70, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,1
Age24-31, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,Hour51-70, United-States,0
Age24-31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States,1
Age17-23, Private, 11th, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,Hour1-20, United-States,0
Age41-50, Local-gov, Masters, Divorced, Prof-specialty, Unmarried, Black, Female,Hour36-50, United-States,0
Age61-70, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States,0
Age24-31, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,Hour36-50, United-States,0
Age51-60, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,Hour36-50, United-States,0
Age24-31, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,Hour21-35, Guatemala,0
Age32-40, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,Hour36-50, United-States,0
Age41-50, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,Hour21-35, United-States,1
Age51-60, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,1
Age41-50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour51-70, United-States,1
Age61-70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,Hour51-70, United-States,0
Age41-50, ?, HS-grad, Divorced, ?, Unmarried, White, Female,Hour36-50, United-States,0
Age41-50, State-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,Hour36-50, United-States,0
Age32-40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,Hour36-50, United-States,0
Age24-31, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,Hour21-35, United-States,0
Age41-50, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,Hour36-50, United-States,0
Age32-40, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,Hour21-35, United-States,0
Age17-23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,Hour21-35, United-States,0
Age41-50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,1
Age41-50, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,1
Age51-60, Private, HS-grad, Separated, Adm-clerical, Other-relative, White, Female,Hour36-50, United-States,0
Age41-50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,1
Age24-31, Private, Bachelors, Never-married, Protective-serv, Own-child, White, Female,Hour36-50, United-States,0
Age61-70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour1-20, United-States,0
Age32-40, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,Hour36-50, United-States,0
Age61-70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,Hour51-70, United-States,1
Age32-40, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,Hour36-50, ?,0
Age32-40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age24-31, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,Hour36-50, United-States,0
Age41-50, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,0
Age24-31, Private, 9th, Never-married, Other-service, Own-child, White, Male,Hour36-50, United-States,0
Age61-70, Federal-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,Hour36-50, United-States,0
Age32-40, Local-gov, Some-college, Separated, Protective-serv, Own-child, Other, Male,Hour51-70, United-States,0
Age41-50, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,Hour36-50, United-States,0
Age24-31, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,Hour36-50, United-States,0
Age32-40, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,Hour36-50, United-States,0
Age32-40, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,0
Age41-50, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,1
Age17-23, ?, Some-college, Never-married, ?, Own-child, White, Male,Hour36-50, United-States,0
Age17-23, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,Hour36-50, United-States,0
Age32-40, Local-gov, HS-grad, Never-married, Other-service, Unmarried, Black, Female,Hour36-50, United-States,0
Age24-31, State-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,Hour36-50, United-States,1
Age17-23, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,Hour21-35, United-States,0
Age17-23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,Hour1-20, ?,0
Age41-50, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,Hour36-50, United-States,0
Age24-31, ?, Bachelors, Never-married, ?, Not-in-family, White, Male,Hour36-50, United-States,0
Age32-40, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,Hour36-50, United-States,0
Age24-31, ?, 10th, Never-married, ?, Own-child, White, Female,Hour36-50, United-States,0
Age17-23, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,Hour36-50, United-States,0
Age32-40, Self-emp-not-inc, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,Hour51-70, Iran,0
Age41-50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,1
Age61-70, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female,Hour36-50, United-States,0
Age51-60, Federal-gov, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Male,Hour36-50, United-States,1
Age32-40, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Female,Hour36-50, ?,1
Age41-50, Private, 12th, Separated, Craft-repair, Not-in-family, Black, Male,Hour36-50, United-States,0
Age41-50, Private, HS-grad, Divorced, Craft-repair, Other-relative, White, Male,Hour36-50, United-States,0
Age32-40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour36-50, United-States,0
Age41-50, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age17-23, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,Hour1-20, United-States,0
Age24-31, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age51-60, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,1
Age32-40, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour71-99, United-States,0
Age51-60, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour51-70, United-States,1
Age41-50, State-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,Hour36-50, United-States,0
Age71-80, ?, HS-grad, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,Hour1-20, United-States,0
Age17-23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,Hour21-35, United-States,0
Age61-70, Local-gov, HS-grad, Divorced, Transport-moving, Other-relative, White, Male,Hour36-50, United-States,0
Age17-23, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,Hour21-35, United-States,0
Age32-40, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,Hour36-50, United-States,1
Age24-31, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States,0
Age32-40, Private, Assoc-acdm, Married-spouse-absent, Sales, Own-child, Black, Female,Hour36-50, United-States,0
Age24-31, Self-emp-not-inc, HS-grad, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,Hour36-50, United-States,0
Age41-50, ?, Assoc-voc, Married-civ-spouse, ?, Wife, Black, Female,Hour21-35, United-States,1
Age32-40, Private, Bachelors, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,Hour36-50, ?,1
Age41-50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,Hour36-50, United-States,1
Age51-60, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,Hour36-50, Italy,1
Age32-40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age32-40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age32-40, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,Hour36-50, ?,0
Age17-23, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Female,Hour36-50, Puerto-Rico,0
Age61-70, Self-emp-not-inc, Masters, Widowed, Prof-specialty, Not-in-family, White, Male,Hour1-20, United-States,1
Age51-60, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,Hour36-50, United-States,1
Age32-40, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,1
Age32-40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour51-70, United-States,1
Age24-31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,Hour36-50, United-States,0
Age32-40, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,Hour36-50, United-States,0
Age24-31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,Hour36-50, United-States,0
Age24-31, Private, 11th, Divorced, Craft-repair, Unmarried, White, Female,Hour51-70, United-States,0
Age41-50, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age17-23, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,Hour21-35, United-States,0
Age32-40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States,1
Age32-40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,Hour51-70, United-States,1
Age41-50, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,Hour21-35, United-States,0
Age41-50, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,Hour36-50, United-States,0
Age41-50, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,1
Age41-50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour36-50, United-States,1
Age61-70, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,Hour36-50, United-States,1
Age51-60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,1
Age17-23, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,Hour21-35, United-States,0
Age32-40, Self-emp-not-inc, HS-grad, Never-married, Other-service, Unmarried, White, Male,Hour51-70, United-States,0
Age24-31, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour51-70, United-States,0
Age17-23, Private, Bachelors, Never-married, Sales, Own-child, White, Female,Hour1-20, United-States,0
Age41-50, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,Hour51-70, United-States,0
Age32-40, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,Hour36-50, United-States,0
Age24-31, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,Hour36-50, United-States,0
Age32-40, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,Hour21-35, United-States,1
Age41-50, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour51-70, United-States,0
Age17-23, Private, 10th, Never-married, Other-service, Own-child, White, Male,Hour1-20, United-States,0
Age51-60, Self-emp-not-inc, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age51-60, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,1
Age51-60, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,Hour21-35, United-States,0
Age41-50, Local-gov, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,Hour36-50, United-States,0
Age32-40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour21-35, United-States,0
Age51-60, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,0
Age32-40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,1
Age61-70, Private, 9th, Never-married, Priv-house-serv, Not-in-family, Black, Female,Hour21-35, United-States,0
Age24-31, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age24-31, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, Mexico,0
Age24-31, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,Hour36-50, United-States,0
Age32-40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,Hour36-50, Mexico,0
Age32-40, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,Hour36-50, Canada,0
Age51-60, Local-gov, 12th, Married-civ-spouse, Farming-fishing, Husband, White, Male,Hour36-50, United-States,0
Age24-31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,1
Age24-31, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,Hour36-50, United-States,0
Age41-50, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,Hour51-70, United-States,0
Age32-40, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,Hour36-50, United-States,0
Age32-40, Self-emp-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,Hour71-99, United-States,0
Age61-70, Self-emp-inc, Some-college, Widowed, Sales, Not-in-family, White, Female,Hour1-20, United-States,0
Age24-31, Self-emp-not-inc, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Female,Hour36-50, United-States,0
Age24-31, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,Hour36-50, United-States,0
Age17-23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,Hour36-50, United-States,0
